[2025-03-18 04:29:19,704] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:06:43,230] INFO [Backend.ai_services.rag.todo_vector_store:148] Adding todo 42 to ChromaDB with metadata: {'todo_id': 42, 'user_id': 1, 'title': 'Watermelon', 'status': 'TodoStatus.PENDING', 'priority': 'TodoPriority.MEDIUM', 'due_date': '2025-03-18T04:06:34.008000', 'tags_json': '[]', 'is_recurring': False, 'ai_generated': False, 'created_at': '2025-03-18T04:06:42.378497', 'updated_at': '2025-03-18T04:06:42.378497', 'document_type': 'todo'}
[2025-03-18 06:06:43,371] ERROR [Backend.ai_services.rag.todo_vector_store:184] Error adding Todo embedding: Error code: 401 - {'error': {'code': 'unauthorized', 'message': 'Bad credentials', 'details': 'Bad credentials'}}
[2025-03-18 06:06:43,527] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:06:57,568] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:06:58,496] ERROR [Backend.ai_services.rag.todo_vector_store:481] Error in Todo semantic search: Error code: 401 - {'error': {'code': 'unauthorized', 'message': 'Bad credentials', 'details': 'Bad credentials'}}
[2025-03-18 06:07:12,643] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:07:42,192] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:07:43,131] ERROR [Backend.ai_services.rag.todo_vector_store:481] Error in Todo semantic search: Error code: 401 - {'error': {'code': 'unauthorized', 'message': 'Bad credentials', 'details': 'Bad credentials'}}
[2025-03-18 06:08:44,088] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:08:45,596] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 06:08:53,760] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:08:55,294] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:08:59,304] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:08:59,569] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:08:59,877] INFO [Backend.ai_services.rag.todo_vector_store:223] Successfully updated Todo 43 embedding in ChromaDB
[2025-03-18 06:09:00,008] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:09:06,740] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:09:07,045] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 06:09:11,321] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:09:11,606] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 06:09:18,790] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:09:22,374] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:09:22,655] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:09:23,003] INFO [Backend.ai_services.rag.todo_vector_store:223] Successfully updated Todo 13 embedding in ChromaDB
[2025-03-18 06:09:23,118] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:09:24,971] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:09:25,224] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:09:25,544] INFO [Backend.ai_services.rag.todo_vector_store:223] Successfully updated Todo 13 embedding in ChromaDB
[2025-03-18 06:09:25,667] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:16:31,408] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:16:38,655] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:17:18,335] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:19:27,207] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:31:32,609] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:31:47,865] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:35:16,537] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:35:20,235] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:36:00,295] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:36:00,802] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:37:13,601] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:39:31,594] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:41:11,971] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:41:17,753] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:41:31,820] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:41:34,042] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.COMPLETED'}}]}
[2025-03-18 06:41:34,353] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.PENDING'}}]}
[2025-03-18 06:42:17,574] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 06:42:39,295] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:42:50,571] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 06:43:42,440] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:44:18,180] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 06:44:34,739] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 06:44:44,385] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:45:53,689] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:46:03,475] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 06:46:23,035] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 06:46:44,430] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:39:24,920] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:40:20,932] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:40:21,843] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:40:42,088] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:40:42,338] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:40:44,319] INFO [Backend.ai_services.rag.todo_vector_store:223] Successfully updated Todo 44 embedding in ChromaDB
[2025-03-18 21:40:44,468] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:41:29,101] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:41:33,163] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 21:42:16,714] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:42:16,989] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:42:17,309] INFO [Backend.ai_services.rag.todo_vector_store:223] Successfully updated Todo 45 embedding in ChromaDB
[2025-03-18 21:42:17,450] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:42:30,258] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 21:44:49,753] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:44:50,560] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:47:24,660] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:51:37,104] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:51:55,142] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:51:56,013] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:54:49,669] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:55:01,643] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:55:14,649] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:55:20,650] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:55:36,519] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:55:58,147] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.COMPLETED'}}]}
[2025-03-18 21:55:58,276] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.PENDING'}}]}
[2025-03-18 21:55:59,089] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 21:55:59,153] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 21:55:59,218] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 21:55:59,329] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 21:57:48,485] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:58:35,530] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.COMPLETED'}}]}
[2025-03-18 21:58:35,538] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.PENDING'}}]}
[2025-03-18 21:58:36,220] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 21:58:36,227] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 21:58:36,290] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 21:59:04,529] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.COMPLETED'}}]}
[2025-03-18 21:59:04,536] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.PENDING'}}]}
[2025-03-18 21:59:05,173] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 21:59:05,179] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 21:59:05,245] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 21:59:40,011] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.COMPLETED'}}]}
[2025-03-18 21:59:40,018] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.PENDING'}}]}
[2025-03-18 21:59:40,727] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 21:59:40,733] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 21:59:40,792] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 21:59:51,203] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:59:51,484] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 21:59:51,802] INFO [Backend.ai_services.rag.todo_vector_store:223] Successfully updated Todo 44 embedding in ChromaDB
[2025-03-18 21:59:51,946] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 22:00:18,995] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.COMPLETED'}}]}
[2025-03-18 22:00:19,001] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.PENDING'}}]}
[2025-03-18 22:00:19,688] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 22:00:19,696] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 22:00:39,928] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 22:00:40,187] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 22:00:40,538] INFO [Backend.ai_services.rag.todo_vector_store:223] Successfully updated Todo 46 embedding in ChromaDB
[2025-03-18 22:00:40,653] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 22:00:48,869] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.COMPLETED'}}]}
[2025-03-18 22:00:48,875] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.PENDING'}}]}
[2025-03-18 22:00:49,509] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 22:00:49,517] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 22:00:49,589] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 22:01:14,830] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.COMPLETED'}}]}
[2025-03-18 22:01:14,838] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'TodoStatus.PENDING'}}]}
[2025-03-18 22:01:15,461] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 22:01:15,468] INFO [Backend.ai_services.rag.todo_vector_store:299] Similar todos using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}, {'status': {'$eq': 'PENDING'}}]}
[2025-03-18 22:01:15,527] INFO [Backend.ai_services.rag.todo_vector_store:416] Using where filter: {'$and': [{'user_id': {'$eq': 1}}, {'document_type': {'$eq': 'todo'}}]}
[2025-03-18 22:02:13,720] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
[2025-03-18 22:02:14,293] INFO [Backend.ai_services.rag.todo_vector_store:42] Using collection: compass_collection
